hospital_name,doctor_name,total_revenue,doctor_rank
"and Holmes Miller Paul,","Jason Ward",37619.61,1
"and Holmes Moore Nelson,","Phillip Parsons",8760.41,1
"and Holmes, Baker Mcclain","Ann Solomon",32581.22,1
"and Holmes, Brown Lee","Heidi Harris",40616.32,1
"and Holmes, Burgess Wood","Melissa Huffman",28584.65,1
"and Hood, Davis Mann","Kaitlyn Rogers",30343.23,1
"and Hood, Snyder Price","Sheila Munoz",32181.14,1
"and Hooper, Richmond Gardner","Michael Saunders",49940.11,1
"and Hoover Long, Johnson","Deanna Wade",3086.86,1
"and Hopkins Holland Murphy,","Kevin Martin",34403.72,1
"and Hopkins Jones, Mccullough","Joyce Bates",22185.24,1
"and Hopkins Robinson, Warren","Steven Patel",40576.11,1
"and Hopkins Smith Young,","Daniel Anderson",19888.00,1
"and Hopkins Sons","Ryan Sanchez",22611.34,1
"and Hopkins Sons","Jared Sullivan DDS",14569.98,2
"and Hopkins Wiley Tran,","Carol Wood",46789.96,1
"and Hopkins, Bartlett Washington","Richard George",35541.09,1
"and Hopkins, Lowery Wright","Catherine Torres",14352.15,1
"and Horne, Shaw Brown","Frank Barnes",96468.12,1
"and Horton Giles Parker,","Joann Williams",7287.04,1
"and Horton Hernandez Hernandez,","Jacob Wright DDS",43048.59,1
"and Horton Parker Hunter,","Catherine Simpson",25205.78,1
"and Horton Sons","Robert Banks",48947.72,1
"and Horton Welch Long,","Lindsay Curry",8164.70,1
"and Horton, Knight Morton","Stacey Christensen",10784.89,1
"and House Lopez, Rios","Christopher Price",29161.23,1
"and House Welch Carter,","Michael Moss",11827.56,1
"and Houston Orr Ramos,","Chelsea Davis",30623.60,1
"and Houston, Miller Good","Lisa Wilson",144.19,1
"and Houston, Mitchell Davenport","Jessica Brown",34977.28,1
"and Howard Carter, Hart","Abigail Mathis",35843.45,1
"and Howard Clark Campbell,","Sarah Alvarez",5873.47,1
"and Howard Fischer Zimmerman,","Christopher Mcbride",4236.27,1
"and Howard Fuller, Friedman","Jacob Fowler",5809.53,1
"and Howard Harvey, Hunt","Joanna Parker",18576.67,1
"and Howard King, Martinez","Anna Harding",1547.89,1
"and Howard Nelson, Harrison","Stephen Vaughan",40526.67,1
"and Howard Oliver Harris,","Don Munoz",21075.67,1
"and Howard Schroeder Williams,","Rebecca Carroll",19263.86,1
"and Howard Sons","Daniel Calhoun",19936.66,1
"and Howard Sons","Keith Lara",795.48,2
"and Howard Ward, Jordan","Brian Larson",47806.00,1
"and Howard Wiggins, Hardy","Timothy Gutierrez",43762.06,1
"and Howard, Mitchell Perez","Michaela Avila",45892.13,1
"and Howe Price, Fritz","Jeffery Brown",13818.81,1
"and Howell Brooks, Rogers","Matthew Thomas",25966.33,1
"and Howell Mendoza, Williams","Tammy Steele",40271.89,1
"and Howell Sons","Eric Howard",53664.24,1
"and Howell Sons","Alex Mcknight",11757.56,2
"and Howell Velasquez, Aguilar","Karina Lee",42374.80,1
"and Howell, Richardson Fuentes","George Meyer",20000.53,1
"and Huang Schwartz Jones,","William Chan",18198.94,1
"and Huang, Alvarez Gray","Renee Wilson",16666.10,1
"and Huang, Rivera Ryan","Nicole Miller",16922.71,1
"and Hubbard Bell Sanchez,","Diana Mcpherson",15392.08,1
"and Hubbard Johnson Green,","Cynthia Johnson",11997.24,1
"and Hubbard Juarez Carter,","Mikayla Logan",5624.48,1
"and Hubbard Sons","Meredith Mendoza",35254.85,1
"and Hubbard, Fernandez Murphy","William Kane",28351.17,1
"and Huber, Foster Hutchinson","Dr. George Cunningham",15248.97,1
"and Huber, Lopez Bradshaw","Raymond Hall MD",18979.91,1
"and Hudson Huber Flores,","Deborah Perez",11227.28,1
"and Hudson Le, Carter","Adrian Brown",46465.41,1
"and Hudson Merritt Lynch,","Paula Delgado",25616.66,1
"and Hudson Sons","Rita Bailey",41355.66,1
"and Hudson, Kim Morris","John Flores",45233.76,1
"and Huerta Perez Christensen,","Cody Rowland",1517.29,1
"and Huerta, Cox Price","Samantha Scott",84698.22,1
"and Huff Reeves, Dennis","Wendy Ramos",-576.73,1
"and Huffman Mitchell, Mitchell","Heather Brewer",31690.95,1
"and Huffman Swanson, Nelson","Erica Martinez",4778.72,1
"and Huffman Wright, Velez","Lauren Chandler",16937.66,1
"and Hughes Castillo, Rodgers","Katherine Li",28166.71,1
"and Hughes Cowan, Bell","Carol Reed",23807.56,1
"and Hughes Green, Campbell","Christy Taylor",32405.74,1
"and Hughes Johnson Ward,","Stacy Smith",14528.21,1
"and Hughes Sullivan, Payne","Joshua Poole",10059.19,1
"and Hughes Taylor Malone,","William Weiss",48013.69,1
"and Hughes Thomas, Newton","Erika Lopez",49824.93,1
"and Hughes, Brown Zavala","James Woodard",43473.27,1
"and Hughes, Gaines Mcdowell","Amanda Dixon",11042.51,1
"and Hughes, Hester Miller","Christopher Dean",33928.54,1
"and Hughes, Rice Brown","Diane Martin",24012.54,1
"and Hull Douglas, Martin","Jessica Gray",8683.73,1
"and Hull White, Best","Christopher Perez",29282.00,1
"and Hull, Brown Byrd","Antonio Anderson",5272.11,1
"and Humphrey Martin, Perry","Tonya Miller",10968.91,1
"and Humphrey Rivera, Mcdonald","Rachel Hayden",4012.08,1
"and Humphrey, Moore Williams","Karen Rodriguez",25610.12,1
"and Hunt Sons","Haley Crawford",7173.16,1
"and Hunt, Andrews Watson","Danny Wells",1496.24,1
"and Hunt, Jones Richardson","Calvin Webster MD",44717.92,1
"and Hunt, Jones Rodriguez","Kevin Lopez",45111.16,1
"and Hunt, Warner Everett","Michelle Anderson",84204.52,1
"and Hunter Brown Kelly,","Tonya Liu",20424.26,1
"and Hunter Chan, Hess","Mr. Michael Taylor V",38853.82,1
"and Hunter Glenn Scott,","Amanda Williams",39151.46,1
"and Hunter Hamilton, Bryant","Michele Martinez",7967.77,1
"and Hunter Richardson Miller,","Jamie Walker",31147.03,1
"and Hunter Sanders, Gray","Benjamin Anderson",12096.01,1
"and Hunter Sons","Julia Adams",23916.71,1
"and Hunter Strickland Mathis,","Mary Moore",7267.57,1
"and Hunter, Young Price","Harold Gonzales",16579.79,1
"and Hurley Thomas Davidson,","Ryan Knight",6668.91,1
"and Hurst, Page Jones","Amanda Weaver",32463.07,1
"and Hutchinson, Livingston Green","Shaun Murray",47120.86,1
"and Huynh Stewart, Preston","Kent Houston",26872.72,1
"and Huynh, Barron Orr","Justin Cain",46334.78,1
"and Ibarra Lang Porter,","Cynthia Tanner",25167.75,1
"and Ibarra Lutz Shields,","Bill Sampson",38281.90,1
"and Ingram Johnson, Russo","Mariah Perez",7257.77,1
"and Jackson Acosta, Boyle","Omar Ward",25680.66,1
"and Jackson Bradley, Rodriguez","Sarah Arnold",22456.77,1
"and Jackson Brooks Gordon,","Debra Williams",26594.42,1
"and Jackson Brown Green,","Christine Hunt",45753.53,1
"and Jackson Brown, Reese","Kyle Sims",33644.26,1
"and Jackson Burgess Dennis,","Melissa Cochran",13257.20,1
"and Jackson Fox, Bishop","Daniel Flores",19250.61,1
"and Jackson Harris Blair,","James Grant",47575.79,1
"and Jackson Harvey Douglas,","Renee Torres",54905.48,1
"and Jackson Hernandez Sanchez,","Sonia Ponce",5925.51,1
"and Jackson Johnson, Anderson","Christopher Clayton",30084.48,1
"and Jackson Mccall, Kelly","Joseph Good",25185.30,1
"and Jackson Smith Elliott,","Tiffany Frye",16261.28,1
"and Jackson Sons","Bobby Mosley",48641.35,1
"and Jackson Sons","Morgan Maxwell",47105.86,2
"and Jackson Sons","Thomas Thomas",30272.21,3
"and Jackson Stephens Orozco,","Marcus Ramirez",49205.56,1
"and Jackson, Miles Allen","Stephanie Smith",56950.36,1
"and Jackson, Mitchell Marks","Ashley Chambers",64898.02,1
"and Jackson, Parker Nelson","Alison Garrett",7029.60,1
"and Jackson, Perry Cohen","Connie Delacruz",25710.55,1
"and Jackson, Raymond Valdez","Robert Rush",74820.06,1
"and Jacobs Duke, Herrera","Robin Savage",34479.83,1
"and Jacobs Martin, Gould","Danielle Jacobs",51405.76,1
"and Jacobs Sons","Christina Andrade",33922.04,1
"and Jacobs Sons","Dr. Jacqueline Velasquez",16101.77,2
"and Jacobs, Hernandez Chavez","Christopher Armstrong",30516.14,1
"and Jacobs, Miller Henson","Edward Perez",22397.07,1
"and Jacobs, Pena Fox","Stephanie Wilson",22463.35,1
"and Jacobs, Robinson Nelson","Kenneth Dunn",41340.74,1
"and Jacobson Eaton, Reynolds","Michelle Leach",42532.20,1
"and Jacobson Rodriguez Robertson,","Mr. Rick Bell",19033.72,1
"and James Miller Smith,","Cassandra Bryant",6967.62,1
"and James Rose, Shields","Alexandra Gentry",5510.76,1
"and James Schneider Bradley,","Derek Acosta",36141.75,1
"and James Smith George,","Courtney Hall",28926.57,1
"and James Watts Herman,","Jeffrey Harris",16937.38,1
"and James, Browning Mooney","Aaron Thomas",33073.38,1
"and James, Buck Alvarez","Alexandria Cruz",11847.11,1
"and James, Edwards Thompson","Jose May",9319.58,1
"and James, Nelson King","Brian Calderon",45576.96,1
"and Jefferson Blair Hogan,","Gina Wilson",32048.62,1
"and Jenkins Bradford Evans,","Karen Hawkins",43559.32,1
"and Jenkins Foster Bowers,","Cassandra Brown",45425.87,1
"and Jenkins Lowery Moore,","Christine Martinez",48065.28,1
"and Jenkins Sons","Daniel Pearson",7780.15,1
"and Jenkins Sons","Dr. Andrew Huynh",3150.23,2
"and Jennings Lee, Anderson","Julie Allen",12908.11,1
"and Jennings Sons","Bryan Brooks",12477.33,1
"and Jensen Harrison Ross,","Daniel Carney",15291.72,1
"and Jensen Rogers Lee,","Marvin Rogers",1428.22,1
"and Jensen Torres, Kim","Joseph Hendricks",11748.77,1
"and Jensen, Peterson Hunt","Vincent Richards",8986.00,1
"and Jimenez Copeland Franklin,","Donna Miller",28652.46,1
"and Jimenez Fields, Hanson","Jay Kim",3802.21,1
"and Jimenez Gardner, Harris","Robert Thompson",6603.57,1
"and Jimenez Johnson Nelson,","Joshua Booth",7054.01,1
"and Jimenez Johnson, Moore","Brandon Rojas",11629.63,1
"and Jimenez Jones, Yang","William Fernandez",35694.98,1
"and Jimenez Sons","Michael Wagner",29831.64,1
"and Jimenez Sons","Devon Garner",2427.09,2
"and Jimenez Ward, Carpenter","Frank Shea",45012.46,1
"and Jimenez Webster Silva,","Derek Campbell",11954.61,1
"and Jimenez Yoder, Andrews","Mark Young",79562.78,1
"and Jimenez, Gonzalez Campbell","Katherine Ortiz",20195.51,1
"and Jimenez, Jenkins Patton","Peter Hughes",82428.66,1
"and Johns Gardner, Brown","Timothy Lee",21448.78,1
"and Johns Spencer, George","Randy Sexton",15832.56,1
"and Johns, Reyes Esparza","Jennifer Juarez",16324.38,1
"and Johnson Anderson Miles,","David Patton",24045.77,1
"and Johnson Atkinson Johnson,","Casey Dawson",14161.33,1
"and Johnson Baker, Brandt","Lauren Steele",46406.40,1
"and Johnson Barnett, Ramsey","Jaime Wood",72229.56,1
"and Johnson Bradley, Williams","Jamie Martin",30689.65,1
"and Johnson Brown, Hernandez","Valerie Rivera",44488.81,1
"and Johnson Bryant, King","Lori Espinoza",45026.62,1
"and Johnson Buck Silva,","Christina Guzman",25048.50,1
"and Johnson Campbell Castro,","Sarah Ramirez",6445.85,1
"and Johnson Cantrell Ford,","Barbara Schmidt",20905.51,1
"and Johnson Clements Conrad,","Alexander Rodriguez",19425.06,1
"and Johnson Coleman Jackson,","Matthew Allen",14071.25,1
"and Johnson Colon, White","James Barrett",40071.97,1
"and Johnson Cross, Mitchell","Jose Bryant",38303.32,1
"and Johnson Cunningham, Cooper","Gina Park",95354.18,1
"and Johnson Davis Thompson,","Jeffery Wallace",25412.00,1
"and Johnson Evans, Frazier","Dr. Steven Doyle",43402.42,1
"and Johnson Flores Martinez,","Robert Love",9601.07,1
"and Johnson Franklin, Watkins","Danielle Wilcox",8092.71,1
"and Johnson Gomez, Silva","Mary Thompson",19899.04,1
"and Johnson Henderson, Lin","Timothy Hall",21962.60,1
"and Johnson Hernandez Morgan,","Tammy Jones",7929.41,1
"and Johnson Hobbs Owens,","Ian Singleton",36238.58,1
"and Johnson Howard, Gutierrez","Brian Mays",13702.20,1
"and Johnson Jackson Mathews,","Mrs. Kaylee Gonzalez",14172.66,1
"and Johnson James, Walters","Dr. Edward Walker",38864.31,1
"and Johnson Johnson Evans,","James Reid",34757.01,1
"and Johnson Johnson Todd,","Melissa Cruz",18008.64,1
"and Johnson Key Small,","Tonya Gonzales",17956.84,1
"and Johnson Leonard, Smith","Sarah White",21989.13,1
"and Johnson Lopez, Welch","Jon Woods",29730.29,1
"and Johnson Moore, Branch","Gerald Hooper",-502.51,1
"and Johnson Morales, Smith","Michele Roy",45321.37,1
"and Johnson Murray, King","Alice Jones",42724.51,1
"and Johnson Nelson Berg,","Justin Wood",92365.34,1
"and Johnson Owens, Peterson","David Lopez",10109.44,1
"and Johnson Palmer Baker,","Jon Griffin",39821.81,1
"and Johnson Perez, Hernandez","Wendy Moreno",43095.33,1
"and Johnson Poole Roberson,","Gregory Moore",35121.09,1
"and Johnson Porter, Sims","Valerie Hartman",46401.44,1
"and Johnson Proctor, Medina","James White",25877.69,1
"and Johnson Ramirez Poole,","Colleen Edwards",34517.00,1
"and Johnson Reed Price,","John Gonzalez",25920.13,1
"and Johnson Rodriguez, Nelson","Joshua Bell",29355.98,1
"and Johnson Rogers Garcia,","Kimberly Jones",50067.70,1
"and Johnson Sandoval, Scott","David Sweeney",49864.39,1
"and Johnson Smith, Adams","Donna Andersen",11580.84,1
"and Johnson Sons","Megan Stanley",89412.94,1
"and Johnson Sons","Benjamin Brooks",35999.90,2
"and Johnson Sons","Kathleen Wheeler",34770.75,3
"and Johnson Spencer, Castillo","Mallory Smith",33566.02,1
"and Johnson Turner Allen,","Angel Williams",27988.77,1
"and Johnson Walker Bruce,","Andrea Lewis",86.13,1
"and Johnson Waller, Stevens","John Gonzalez",17088.78,1
"and Johnson Weber, Fisher","Joseph Cole",66372.20,1
"and Johnson Welch, Jackson","Alexis Young",8464.49,1
"and Johnson Wright Carter,","Elizabeth Campbell",14657.57,1
"and Johnson, Anderson Garcia","Daniel Nelson",29274.30,1
"and Johnson, Bird Clark","Jennifer Singleton",38441.18,1
"and Johnson, Browning Kaufman","Nicholas Stone",56944.38,1
"and Johnson, Carter Johnston","Shelia Burns",19190.26,1
"and Johnson, Chen Johnson","Victoria Jones",13333.02,1
"and Johnson, Cox Lozano","Vanessa Bailey",40942.39,1
"and Johnson, Davis Middleton","Anthony Rodriguez",45618.37,1
"and Johnson, Deleon Rogers","Clayton Dunn",43547.47,1
"and Johnson, Hernandez Walsh","Elizabeth Wagner",3233.31,1
"and Johnson, Hernandez Yang","Deanna Price",5381.37,1
"and Johnson, Jackson Clements","Erin Payne",48266.21,1
"and Johnson, Johnson Reynolds","Nicole Bowers",42632.62,1
"and Johnson, Johnson Wagner","Larry Gentry",27482.44,1
"and Johnson, Mccoy Robertson","Donald Lopez",33385.60,1
"and Johnson, Mcdowell Hoffman","David Wheeler",93806.32,1
"and Johnson, Munoz Anderson","Diana Meyer",17241.18,1
"and Johnson, Newton Jensen","Casey Hoffman",94629.08,1
"and Johnson, Nichols Moreno","Jill Ford",26697.14,1
"and Johnson, Ortiz Gonzalez","Morgan Campos",19965.41,1
"and Johnson, Patterson Day","Billy Davis",42591.90,1
"and Johnson, Raymond Robinson","James Kennedy",98620.44,1
"and Johnson, Rowland Lopez","Kevin Armstrong",25598.31,1
"and Johnson, Silva Flowers","Sheila Kelly",22380.21,1
"and Johnson, Thomas Summers","Lisa Huffman",16248.51,1
"and Johnson, Weber Olson","Richard Graham",396.99,1
"and Johnson, Williams Ryan","Christopher Reyes",49525.42,1
"and Johnson, Wood Massey","Manuel Solomon",9018.30,1
"and Johnson, Young Davila","Angela Stephens",18913.33,1
"and Johnston Chan, Miles","Ruben Medina",34448.66,1
"and Johnston Gill Mathis,","Charles Gross",22832.15,1
"and Johnston Richardson Hodge,","John Chambers",11344.78,1
"and Johnston Sons","Emily Kelly",19086.66,1
"and Jones Allen, Gallagher","Peggy Coleman",21112.88,1
"and Jones Bishop James,","Jessica Warner",3353.04,1
"and Jones Carroll Salazar,","Calvin Lee",77824.34,1
"and Jones Coleman Lewis,","Rachel Petersen",44527.37,1
"and Jones Coleman, Willis","Benjamin Fitzpatrick",11686.30,1
"and Jones Cox Palmer,","Billy Anderson",8403.76,1
"and Jones Cruz, Patton","Allen Griffith",11935.61,1
"and Jones Davidson, Roberts","Michael Marshall",8952.20,1
"and Jones Davis Newton,","James Johnson",91728.76,1
"and Jones Graham Short,","Mark Walker",2858.89,1
"and Jones Graves Zhang,","Brian Davis",12816.68,1
"and Jones Gross, Bird","Anthony Martinez",12742.29,1
"and Jones Guerrero, Tate","Ashley Bates",11985.00,1
"and Jones Hancock, Sanchez","Dakota Friedman",2866.32,1
"and Jones Jones Conley,","Ashley Webb",42335.03,1
"and Jones Lawson White,","Barry Santiago",32121.58,1
"and Jones Mahoney, Robinson","Christopher Lin",39976.01,1
"and Jones Meadows Jimenez,","Autumn Powell",11032.08,1
"and Jones Morales Ruiz,","Tonya Terry MD",30615.53,1
"and Jones Morris, Bernard","Kevin Perez",18077.19,1
"and Jones Perez Gregory,","Austin Lewis",41756.72,1
"and Jones Perez, Brown","Kayla Levine",6719.85,1
"and Jones Perry, Hill","Stephanie Skinner",20445.67,1
"and Jones Phillips Garner,","Michelle Torres",87310.06,1
"and Jones Rodriguez Mccoy,","Andrew Fisher",30695.56,1
"and Jones Rose, Reynolds","Bonnie Lewis",17675.22,1
"and Jones Roth Keith,","Carly Cardenas",60463.46,1
"and Jones Sherman, Miller","Alexis Hernandez",38242.49,1
"and Jones Sons","Edward Matthews",44941.40,1
"and Jones Sons","Anita Davis",38967.26,2
"and Jones Sons","Elijah Nash",38548.36,3
"and Jones Stevens Tyler,","Rebecca Miller",28079.59,1
"and Jones Sutton Nichols,","Steve Cunningham",8358.66,1
"and Jones Valenzuela Sanders,","Jamie Smith",43148.97,1
"and Jones Wilson, Kelly","Bradley Allison",14651.46,1
"and Jones, Brown Anderson","Amanda Taylor",29593.29,1
"and Jones, Brown Fisher","Eric Ross",30765.73,1
"and Jones, Burns Cantrell","Valerie Alexander",32673.52,1
"and Jones, Carrillo Stanton","Carol Small",42095.77,1
"and Jones, Dixon Armstrong","Richard Davis",43362.41,1
"and Jones, Evans Williams","Krystal Jackson",5469.47,1
"and Jones, Gibson Jones","Benjamin Mills",81851.06,1
"and Jones, Marshall Jackson","Valerie Wilson",5715.88,1
"and Jones, Martin Newman","Kevin Johnson",24641.36,1
"and Jones, Mendoza Sims","Brenda Phelps",7665.90,1
"and Jones, Rojas Robles","Curtis Johnson",48160.75,1
"and Jones, Spencer Hernandez","Lisa Chavez",32603.02,1
"and Jones, Tran Schultz","Kelly Perez",15464.01,1
"and Jordan Cowan, Glass","Andrea Glenn",25857.71,1
"and Jordan Hansen, Hall","Nicholas Lopez",21763.73,1
"and Jordan Hoffman, Turner","Eric Johnson",3561.66,1
"and Jordan Mccann Wood,","Rebekah Peterson",27318.92,1
"and Jordan White, Welch","Leah Stephenson",28325.88,1
"and Jordan, Maynard Jackson","Bill Weiss",5224.43,1
"and Jordan, Roberts Matthews","April Hanson",46543.82,1
"and Jordan, Smith Smith","Timothy Nguyen",14034.78,1
"and Joseph Kelly Blake,","Cody Miller",33421.25,1
"and Joseph Thomas, Luna","Adam Bailey",2769.93,1
"and Joseph Yu Robinson,","Pamela Mills",9355.07,1
"and Joseph, Roberson Wang","Danielle Ortega",12374.12,1
"and Joyce Sons","Jessica Davis",40955.64,1
"and Joyce Sons","Melanie Charles",27156.90,2
"and Joyce, Holland Jensen","Megan Kaufman",44854.08,1
"and Juarez Johnson, Stone","Amber Wood",74252.62,1
"and Kane Moody, Velasquez","Zachary James",87419.50,1
"and Kaufman Christian Harris,","Lori Chen",23991.93,1
"and Keith Barnes, Spencer","Melissa Moreno",33615.16,1
"and Keith Sons","Alan Murphy",22218.65,1
"and Keller Rodriguez, Thomas","Carrie Nguyen",15058.84,1
"and Keller Sons","Kelly Harrison",10993.96,1
"and Keller Sons","Karen Christensen",1807.94,2
"and Keller, Garcia Rios","Paul Brown",45162.76,1
"and Keller, Ortega Miller","Sharon Hensley",4243.20,1
"and Kelley Bryant Baker,","Ariel Burke",42170.15,1
"and Kelley Durham, Stevens","Rebekah Holder",8207.71,1
"and Kelley Miller Baldwin,","Derrick Alexander",12733.58,1
"and Kelley Roberts, Campbell","Fred Brown",34405.71,1
"and Kelley Sons","Stephanie Jones",1725.83,1
"and Kelley, Brown Johnson","Sarah Knapp",48989.06,1
"and Kelley, Paul Sullivan","Mallory Flores",28509.16,1
"and Kelley, Thomas Oconnor","Clayton Brock",2124.53,1
"and Kelly Hancock, Fitzgerald","William Burns",35404.57,1
"and Kelly Jackson, Thomas","Michael Duarte",18128.81,1
"and Kelly Johnson Nielsen,","Crystal Sullivan",19734.58,1
"and Kelly Reed Adams,","Tina Keller",35265.63,1
"and Kelly Sons","Emily Jackson",13100.30,1
"and Kemp Murphy, Lewis","Jeffrey Ramirez",49456.10,1
"and Kennedy Baker, Mann","Michael Vargas",47666.36,1
"and Kennedy Montgomery Horne,","Allison Johnson",4719.56,1
"and Kennedy Schmidt, Campbell","Jason Rogers",34257.96,1
"and Kennedy Sons","Dr. Alex Clark",5078.63,1
"and Kennedy White, Garcia","Brittany Ray",16482.36,1
"and Kennedy, Craig Watkins","Kerri Larson",27118.85,1
"and Kent, Collins Herrera","Mr. Joshua Long Jr.",40780.67,1
